family,genus,keyword,action,video_path
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,d1p8v_pmm88
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,ufQ8WCAIgxI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,-XtK8QgN7gs
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,Td1CTlUe5oQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,Pn5NiiyqMtg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,eGpug6DFrwU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,breastfeed,9g6F3FlE0Ok
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,nUKTIhisqaY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,WX4XM5qHnig
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,K55DqUZd-d0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,MVn181HdpwM
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,Kz1GwP7Qi9U
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,w7fj48t4KE4
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,85fvX3zil6M
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,faYO7lwvrT8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,yLpdUA0L2Lw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,n1jkmMRxo6E
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,groom,rgPBgEhZaH0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,F23fDqbdZC8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,vgSDL88Qga0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,0L211JJZaxY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,qzAb5aP-Rqo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,ZWJgTax5CyE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,SpIXvhtkT3k
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,vGel79vQ4aY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,I4fmot1dUZA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,RUM_cxxWbh8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,Gbf8l_N_sCA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,fXBzxeEM64Q
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,efg9T2JkglE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,bo48wC-RT6k
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,GC-xM2nIJUw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,7fNm4pj6wCw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,lFYmXQwR_Mc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,9PViwyiksIE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,qWOaCFxqfKY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,MIRQQh_HNU8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,v6d-Dfzr5qY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,hy08jYMF2G8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,aenjf3M5VwQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,I9radVfqeqA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,K3p2kLUBtgA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,oeZ30U-kaXo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,8l3scnnFQew
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,qI4WonaDXhc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,tC-4YfGCkLQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,4V54tGCvVQg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,39X94vKyKEI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,JEmnXKi9f70
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,o-qt45Krt20
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,AnSpA2_agFQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,UutFtXA2_y4
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,bTpnm8oM8xI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,hv697GeaNLc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,nsqO_ZFegFI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,8ZUa6wqndOM
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,sgioG1DmfPQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,KDjLLDpMTEI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,zHLkrzaedQM
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,p0wkA5B_-cA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,P6jqqpLPklc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,AyGl-Jt62jU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,C7DTehzYOUA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,LCAQHvH-P0I
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,UC-li19l3Do
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,isRfUTYbmGo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,J4e-g4aumO8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,BS_v6NM4BIE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,pGRaMScPD5I
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,luThqzWYdcc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,4n_U8QhqcaM
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,CTiyeNsuMlE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,yf6oc_lGQuo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,HIslMwxIBAU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,gvWjn8wLrz0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,Exonk3tLY7Q
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,W_MH0zGLueQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,JvK2_pF2I90
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,oy0r68BB_yE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,KoVMmg1vRD4
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,Tg5liVXpTGY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,-Gog7kl_-KQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,12bY3xvgmEE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,xIgIX3vvk_U
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,OBBmm8WLwu8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,bvtl0vFq2oY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,Ay9J4JeMWkk
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,qkcfViLTnF0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,-QJSOfc3bWo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,lNxo6QtwmHw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,dkDDQ15S_3Y
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,nSwlG4lPULA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,kTlreI1zXJM
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,YGZB7E_38Ag
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,eATp-0ADIhQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,1qySOvtpdPg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,4taRoYyylhU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,3JYz1n1WorY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,NwA7ZVIETBg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,xqOM6Z3bB1M
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,SKqR-sFzzGs
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,W88lWe3omcY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,pyHy0UUaj2g
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,znvVIpzfgfQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,R9wxogtOGgs
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,if6DCd8_mVI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,uNwlRqmUBlc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,DIJlFKqdxyU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,czg5ppEPgyQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,nIVEHLdvgww
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,Dn0Rj1rYBOo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,QKRQu608zs8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,uERABf37FWE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,4f-RQ8e4nXA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,WcbgXNOZuts
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,0HPpEHSIAew
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,7TQYnZ9He_Q
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,L9cXA6sEnZk
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,5hovah7TC60
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,roOX3xixHG0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,QLm6TKhMQkM
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,GyjPeAgRLJo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,MQnpS0M8Ru8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,eat,mJgPITSiKxk
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,XeNnmuCkCc4
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,KLHUcJx7kAY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,g4b4gxcfG4E
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,OTEgYJHo9I8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,w4fkuD0DDOU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,eMO82I3dR7A
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,7U__x-dQoQo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,YN9TYnHx-H0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,P3Ule9I4AY0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,TW_GlBfXPC0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,TxjjhZaqirE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,4C0L27Vk4Z8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,t_Ta3wN1U_8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,gV4hfjZ-mEw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,TYCmEnULK2s
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,PFJClmby0U0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,2yFb1hnHueI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,6Ral4ZRSXsw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,k7xSI-DeMlA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,381PICm7l1U
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,NeKYAfPJ_aI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,ff51jkjxIK8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,duel,kUg7gtquvP0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,y1rspl2HYxY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,iG0QTbRLrVE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,No4oXMGBKw8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,JwupA_Y3GOw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,z1HsKr-gCUU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,hV1qWZ6pyck
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,_YC4n0VQJ2I
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,Sjt2il6vNfc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,Yf4g-YqS-cc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,45JuWa_ULG0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,01a8cdHD4YY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,D3rqy0hKKeo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,qgRN8WwEchI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,J6fsUyYcX_s
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,-kKZ4KlJO_Y
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,gRtQr3uJe-U
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,oRjsGQUsVqg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,SdDVctA3Smc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,HBEr1u_-uXY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,oLmAJOhv0gE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,uIiGC5HEqwQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,TfLa68rTPUc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,jBB6pIfts7Y
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,4mAlS-qZYP8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,Ba5qPInVBaw
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,beyMu4p1_hc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,eHfSqBgaYig
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,rMhoAcss1Dg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,GRUWa4ZpABs
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,jl3jsRVxrLU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,g-e0rSO-VXU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,9dc71vB9iuc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,HvdAqSExk6w
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,mlze9-0TsJQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,4O2Wn4qZWPQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,UDX_7F5YT-8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,nurse,95Ie2ee9p84
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,4AvGgl1CL64
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,2PfL1VPqjUU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,gFAvyJWLmrU
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,cLMqy519pds
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,Utb_kiteeFo
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,fPdVriWh4ZA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,j6RR3zmDNH8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,j139xBYNwXA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,b0y4Tt1op-o
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,hTbRXTPolUc
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,qwV4VM555to
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,dn_YiPEZfaA
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,vomit,wmIkBstlK3k
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,copulate,jlG4c4SkjiE
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,6MF40yArhuI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,211PqqLoBSQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,wMi2VqwDrBI
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,70gbOOgLkmQ
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,ujZBmqOD5Fs
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,T1TLgokNTxk
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,ZZdvYV91oSg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,CVgo6jA-0C8
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,5Y9llrqsMQk
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,qmzqflm625U
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,IxVrHwmcYTg
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,ATjr8XN64e4
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,mRAlIoVFfR0
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,k-F35o0LgzY
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,rdX4BA1ye1o
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,NcTDUY4oI9U
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,t1sj1nLFjPk
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,Ps6-BckwkYs
erinaceidae,atelerix_erinaceus_hemiechinus_mesechinus_paraechinus,hedgehog,sleep,1lur4uXIL-E
